"";"V1";"V2";"V3"
"1";2,3248108846019e-05;0,51532107591629;0,483804643154144
"2";0,013627833686769;0,039307102560997;0,914883971214294
"3";0,956189274787903;0,0013552971649915;0,0595387741923332
"4";3,85639395972248e-06;0,217551216483116;0,688530445098877
"5";0,01288659311831;0,00649014906957746;0,904662847518921
"6";0,000344960892107338;0,0713993608951569;0,935258507728577
"7";5,96023091929965e-05;0,529847145080566;0,504910588264465
"8";4,47219535999466e-05;0,470568388700485;0,565427124500275
"9";5,58543542865664e-05;0,409695684909821;0,599385321140289
"10";4,19064672314562e-05;0,0778259411454201;0,93855345249176
"11";0,0137859024107456;0,0227273441851139;0,936989545822144
"12";1,42009976116242e-05;0,0587505921721458;0,961444973945618
"13";0,000747210229746997;0,126377195119858;0,894105315208435
"14";4,38105998910032e-05;0,584732115268707;0,437045216560364
"15";9,71718691289425e-06;0,570854783058167;0,435915857553482
"16";0,000492598745040596;0,0122008742764592;0,991355359554291
"17";0,000137629482196644;0,360426157712936;0,666756987571716
"18";8,05076979304431e-06;0,0271888040006161;0,978034377098083
"19";9,68190870480612e-05;0,176437765359879;0,884714603424072
"20";0,000483039155369624;0,105947993695736;0,926351606845856
"21";0,00248248130083084;0,242721989750862;0,787147700786591
"22";0,00017611644580029;0,0455468557775021;0,974071979522705
"23";0,00380595121532679;0,0283232871443033;0,908239245414734
"24";0,000524066388607025;0,283522874116898;0,838661849498749
"25";0,00757805444300175;0,0119775058701634;0,970510303974152
"26";0,00423544272780418;0,0970289185643196;0,863149344921112
"27";0,0143750850111246;0,00628709513694048;0,9883673787117
"28";0,0062574683688581;0,155018761754036;0,7722447514534
"29";0,000187731420737691;0,610747516155243;0,383039623498917
"30";0,000393587193684652;0,016847999766469;0,988943099975586
"31";1,82576804945711e-05;0,183321893215179;0,858843207359314
"32";4,41347583546303e-05;0,48996376991272;0,4714215695858
"33";0,717107832431793;0,00518482876941562;0,364104896783829
"34";0,000181789553607814;0,777596533298492;0,213785603642464
"35";0,188060745596886;0,00583104137331247;0,859506905078888
"36";0,968660295009613;0,00200089137069881;0,064441867172718
"37";0,000131774286273867;0,642693340778351;0,403178364038467
"38";0,0535916313529015;0,0233550351113081;0,830617249011993
"39";0,000302944215945899;0,547269940376282;0,405972450971603
"40";0,612572133541107;0,00246904185041785;0,305838137865067
"41";0,000492099323309958;0,0748553648591042;0,96513044834137
"42";0,000248266820563003;0,0565523058176041;0,967233955860138
"43";0,000427741586463526;0,336061596870422;0,712885320186615
"44";0,000317329890094697;0,37520295381546;0,663606286048889
"45";5,32136846231879e-06;0,160712704062462;0,837473750114441
"46";1,23416521091713e-05;0,491979151964188;0,443915575742722
"47";0,953781723976135;0,00305985962040722;0,0422313325107098
"48";6,66067353449762e-05;0,522170543670654;0,505015552043915
"49";0,963220298290253;0,00253470195457339;0,048960343003273
"50";0,000386901228921488;0,394190490245819;0,630669057369232
"51";0,974318146705627;0,00205344497226179;0,0271683000028133
"52";7,02025645296089e-05;0,425634413957596;0,539658725261688
"53";0,00190591078717262;0,0237210784107447;0,942652702331543
"54";9,23240804695524e-06;0,294579803943634;0,683731257915497
"55";0,00059606705326587;0,129320532083511;0,883746385574341
"56";0,000408300897106528;0,0374055877327919;0,976317346096039
"57";2,67250889010029e-05;0,24236074090004;0,797510862350464
"58";0,000118247422506101;0,387599170207977;0,72273325920105
"59";0,0328317731618881;0,043199684470892;0,848759829998016
"60";4,17597357227351e-06;0,010678886435926;0,990808188915253
"61";0,00330758932977915;0,0992726981639862;0,842141091823578
"62";0,000154265653691255;0,100290782749653;0,911035776138306
"63";0,000224354691454209;0,236020088195801;0,784159421920776
"64";7,46908190194517e-05;0,545088231563568;0,456845313310623
"65";2,89679264824372e-05;0,578694343566895;0,4416164457798
"66";0,000226717354962602;0,655639171600342;0,302983582019806
"67";0,000517066626343876;0,120488338172436;0,899124145507812
"68";0,000227752767386846;0,201242029666901;0,862025260925293
"69";0,000193315980141051;0,107126638293266;0,92553448677063
"70";0,000233784798183478;0,680594563484192;0,312820732593536
"71";7,11842176315258e-06;0,294994652271271;0,659191787242889
"72";2,09878835448762e-05;0,0304993540048599;0,976475238800049
"73";0,000457557529443875;0,010054643265903;0,991226613521576
"74";1,92751467693597e-05;0,290234535932541;0,695142149925232
"75";1,82805779331829e-05;0,383790612220764;0,61882495880127
"76";0,000196687688003294;0,182914942502975;0,900503098964691
"77";0,000383695296477526;0,196046590805054;0,85024106502533
"78";6,57439022688777e-06;0,425196290016174;0,49893644452095
