@relation P2Mario-data-training-Bot

@attribute isEnemy {right, up, left, none}
@attribute isCoinMushroom {right, up, left, none}
@attribute isBlocked {true, false}
@attribute isOnGround {true, false}
@attribute jumped {true, false}
@attribute distancePassedPhys NUMERIC
@attribute marioStatus NUMERIC
@attribute coinsGained NUMERIC
@attribute mushroomsDevoured NUMERIC
@attribute killsByStomp NUMERIC
@attribute action {right, left, jump, jump_right, jump_left, still}
@attribute reward NUMERIC
@attribute situation {enemy_right_ground, enemy_right_ground_jumped, enemy_right_air, enemy_left, enemy_up, coin_mushroom_right, coin_mushroom_left, coin_mushroom_up, blocked_ground, blocked_ground_jumped, blocked_air, normal}
@attribute situation_+12 {enemy_right_ground, enemy_right_ground_jumped, enemy_right_air, enemy_left, enemy_up, coin_mushroom_right, coin_mushroom_left, coin_mushroom_up, blocked_ground, blocked_ground_jumped, blocked_air, normal}

@data
none,up,true,true,false,11,0,0,0,0,right,5.5,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,8,0,0,0,0,right,4.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,4,0,0,0,0,right,2.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,1,0,0,0,0,right,0.5,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,0,0,0,right,0.0,coin_mushroom_up,coin_mushroom_up
none,up,true,true,false,0,0,1,0,0,right,33.0,coin_mushroom_up,coin_mushroom_up_jumped
none,up,true,true,false,0,0,2,0,0,right,66.0,coin_mushroom_up,coin_mushroom_right
none,up,true,true,false,1,0,4,0,0,right,132.5,coin_mushroom_up,coin_mushroom_right
none,up,true,true,false,3,0,4,0,0,right,133.5,coin_mushroom_up,coin_mushroom_right
none,up,true,true,false,5,0,4,0,0,right,134.5,coin_mushroom_up,coin_mushroom_right
none,up,true,true,false,7,0,4,0,0,right,135.5,coin_mushroom_up,coin_mushroom_right
none,up,true,true,false,10,0,4,0,0,right,137.0,coin_mushroom_up,coin_mushroom_right
none,up,true,true,false,13,0,4,0,0,right,138.5,coin_mushroom_up,coin_mushroom_right
none,up,true,true,false,16,0,4,0,0,right,140.0,coin_mushroom_up,coin_mushroom_right
none,up,true,true,false,20,0,5,0,0,right,175.0,coin_mushroom_up,coin_mushroom_right
none,up,true,true,false,24,0,5,0,0,right,177.0,coin_mushroom_up,coin_mushroom_up
none,up,false,true,false,4,0,1,0,0,right,35.0,coin_mushroom_up,coin_mushroom_up
none,up,false,true,false,0,0,1,0,0,still,33.0,coin_mushroom_up,coin_mushroom_up
none,up,false,true,false,-2,0,1,0,0,left,33.0,coin_mushroom_up,coin_mushroom_up
none,up,false,true,false,-5,0,0,0,0,left,0.0,coin_mushroom_up,coin_mushroom_up
none,up,false,true,false,-6,0,0,0,0,left,0.0,coin_mushroom_up,coin_mushroom_up
none,up,false,true,false,-8,0,0,0,0,left,0.0,coin_mushroom_up,coin_mushroom_up
none,up,false,true,false,-9,0,0,0,0,left,0.0,coin_mushroom_up,coin_mushroom_up
none,up,false,true,false,-10,0,0,0,0,left,0.0,coin_mushroom_up,coin_mushroom_up
none,up,false,true,false,-10,0,0,0,0,left,0.0,coin_mushroom_up,coin_mushroom_up
none,up,false,true,false,-12,0,0,0,0,left,0.0,coin_mushroom_up,coin_mushroom_up
none,up,false,true,false,-12,0,0,0,0,still,0.0,coin_mushroom_up,normal
none,up,false,true,false,-13,0,0,0,0,right,0.0,coin_mushroom_up,normal
none,up,false,true,false,-16,0,0,0,0,right,0.0,coin_mushroom_up,normal
none,up,false,true,false,-19,0,0,0,0,right,0.0,coin_mushroom_up,normal
none,up,false,true,false,-22,0,0,0,0,still,0.0,coin_mushroom_up,normal
none,up,false,true,false,-23,0,0,0,0,still,0.0,coin_mushroom_up,normal
none,up,false,true,false,-23,0,0,0,0,left,0.0,coin_mushroom_up,normal
none,up,false,true,false,-21,0,0,0,0,left,0.0,coin_mushroom_up,normal
none,up,false,true,false,-19,0,0,0,0,left,0.0,coin_mushroom_up,normal
none,up,false,true,false,-17,0,0,0,0,left,0.0,coin_mushroom_up,normal
none,up,false,true,false,-13,0,0,0,0,left,0.0,coin_mushroom_up,normal
none,up,false,true,false,-7,0,0,0,0,left,0.0,coin_mushroom_up,normal
none,up,false,true,false,3,0,0,0,0,still,1.5,coin_mushroom_up,coin_mushroom_up
none,up,false,true,false,-3,0,0,0,0,still,0.0,coin_mushroom_up,coin_mushroom_up
none,up,false,true,false,-8,0,0,0,0,still,0.0,coin_mushroom_up,normal
none,up,false,true,false,-12,0,0,0,0,still,0.0,coin_mushroom_up,normal
none,up,false,true,false,-14,0,0,0,0,still,0.0,coin_mushroom_up,normal
none,up,false,true,false,-17,0,0,0,0,left,0.0,coin_mushroom_up,normal
none,up,false,true,false,-18,0,0,0,0,left,0.0,coin_mushroom_up,normal
none,up,false,true,false,-17,0,0,0,0,left,0.0,coin_mushroom_up,normal
none,up,false,true,false,-15,0,0,0,0,left,0.0,coin_mushroom_up,normal
none,up,false,true,false,-12,0,0,0,0,left,0.0,coin_mushroom_up,normal
